submodular_value,neg_cost,run
381.0,-7,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
381.0,-7,1
381.0,-7,1
427.0,-10,1
381.0,-7,1
179.0,-2,1
330.0,-5,1
179.0,-2,1
407.0,-8,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
407.0,-8,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
407.0,-8,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
407.0,-8,1
356.0,-6,1
427.0,-10,1
427.0,-10,1
356.0,-6,1
407.0,-8,1
356.0,-6,1
356.0,-6,1
356.0,-6,1
179.0,-2,1
250.0,-3,1
381.0,-7,1
179.0,-2,1
356.0,-6,1
407.0,-8,1
381.0,-7,1
407.0,-8,1
407.0,-8,1
179.0,-2,1
179.0,-2,1
381.0,-7,1
356.0,-6,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
356.0,-6,1
356.0,-6,1
179.0,-2,1
427.0,-10,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
381.0,-7,1
427.0,-10,1
179.0,-2,1
381.0,-7,1
427.0,-10,1
356.0,-6,1
330.0,-5,1
381.0,-7,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
330.0,-5,1
407.0,-8,1
381.0,-7,1
427.0,-10,1
289.0,-4,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
289.0,-4,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
427.0,-10,1
356.0,-6,1
356.0,-6,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
250.0,-3,1
427.0,-10,1
356.0,-6,1
330.0,-5,1
250.0,-3,1
356.0,-6,1
179.0,-2,1
356.0,-6,1
179.0,-2,1
427.0,-10,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
330.0,-5,1
356.0,-6,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
179.0,-2,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
356.0,-6,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
381.0,-7,1
407.0,-8,1
179.0,-2,1
179.0,-2,1
356.0,-6,1
179.0,-2,1
356.0,-6,1
179.0,-2,1
407.0,-8,1
250.0,-3,1
179.0,-2,1
427.0,-10,1
179.0,-2,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
407.0,-8,1
427.0,-10,1
179.0,-2,1
179.0,-2,1
179.0,-2,1
179.0,-2,1
356.0,-6,1
407.0,-8,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
407.0,-8,1
356.0,-6,1
356.0,-6,1
179.0,-2,1
427.0,-10,1
427.0,-10,1
179.0,-2,1
427.0,-10,1
381.0,-7,1
179.0,-2,1
427.0,-10,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
356.0,-6,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
427.0,-10,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
330.0,-5,1
381.0,-7,1
381.0,-7,1
179.0,-2,1
381.0,-7,1
407.0,-8,1
381.0,-7,1
356.0,-6,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
381.0,-7,1
330.0,-5,1
179.0,-2,1
179.0,-2,1
427.0,-10,1
289.0,-4,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
407.0,-8,1
381.0,-7,1
418.0,-9,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
356.0,-6,1
427.0,-10,1
356.0,-6,1
356.0,-6,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
356.0,-6,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
381.0,-7,1
407.0,-8,1
250.0,-3,1
381.0,-7,1
179.0,-2,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
427.0,-10,1
179.0,-2,1
381.0,-7,1
381.0,-7,1
427.0,-10,1
427.0,-10,1
381.0,-7,1
330.0,-5,1
427.0,-10,1
381.0,-7,1
179.0,-2,1
427.0,-10,1
407.0,-8,1
381.0,-7,1
427.0,-10,1
179.0,-2,1
179.0,-2,1
381.0,-7,1
179.0,-2,1
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
413.0,-9,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
413.0,-9,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
413.0,-9,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
270.0,-4,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
380.0,-7,2
422.0,-10,2
380.0,-7,2
422.0,-10,2
422.0,-10,2
422.0,-10,2
