submodular_value,neg_cost,run
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
580.0,-8,1
