submodular_value,neg_cost,run
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-492.0,-542,1
-528.0,-578,2
-528.0,-578,2
-528.0,-578,2
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-500.0,-550,3
-514.0,-564,4
-514.0,-564,4
-514.0,-564,4
-514.0,-564,4
-514.0,-564,4
-514.0,-564,4
-514.0,-564,4
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-500.0,-550,5
-496.0,-546,6
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-514.0,-564,7
-520.0,-570,8
-520.0,-570,8
-520.0,-570,8
-520.0,-570,8
-520.0,-570,8
-520.0,-570,8
-520.0,-570,8
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-486.0,-536,9
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-482.0,-532,10
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-467.0,-517,11
-478.0,-528,12
-478.0,-528,12
-478.0,-528,12
-478.0,-528,12
-478.0,-528,12
-499.0,-549,13
-499.0,-549,13
-499.0,-549,13
-499.0,-549,13
-499.0,-549,13
-499.0,-549,13
-499.0,-549,13
-491.0,-541,14
-491.0,-541,14
-491.0,-541,14
-491.0,-541,14
-491.0,-541,14
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-475.0,-525,15
-517.0,-567,16
-517.0,-567,16
-517.0,-567,16
-517.0,-567,16
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-482.0,-532,17
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-504.0,-554,18
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-506.0,-556,19
-499.0,-549,20
-499.0,-549,20
-499.0,-549,20
-499.0,-549,20
-499.0,-549,20
-481.0,-531,21
-481.0,-531,21
-481.0,-531,21
-481.0,-531,21
-481.0,-531,21
-481.0,-531,21
-520.0,-570,22
-494.0,-544,23
-494.0,-544,23
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
-506.0,-556,24
