submodular_value,neg_cost,run
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-569.0,-589,1
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-536.0,-556,2
-521.0,-541,3
-521.0,-541,3
-521.0,-541,3
-521.0,-541,3
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-537.0,-557,4
-511.0,-531,5
-511.0,-531,5
-511.0,-531,5
-511.0,-531,5
-511.0,-531,5
-511.0,-531,5
-536.0,-556,6
-536.0,-556,6
-536.0,-556,6
-536.0,-556,6
-536.0,-556,6
-536.0,-556,6
-536.0,-556,6
-526.0,-546,7
-555.0,-575,8
-555.0,-575,8
-555.0,-575,8
-519.0,-539,9
-519.0,-539,9
-519.0,-539,9
-519.0,-539,9
-519.0,-539,10
-519.0,-539,10
-484.0,-504,11
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-526.0,-546,12
-523.0,-543,13
-522.0,-542,14
-522.0,-542,14
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-531.0,-551,15
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-493.0,-513,16
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-526.0,-546,17
-520.0,-540,18
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-513.0,-533,19
-530.0,-550,20
-530.0,-550,20
-530.0,-550,20
