run,value,neg_cost,evaluations
1,-270.0,-280,10
1,-270.0,-280,10
1,-270.0,-280,12
1,-270.0,-280,12
1,-270.0,-280,14
1,-270.0,-280,14
1,-270.0,-280,14
1,-269.0,-279,16
1,-269.0,-279,18
1,-269.0,-279,18
1,-268.0,-278,20
1,-268.0,-278,22
1,-267.0,-277,24
1,-267.0,-277,26
1,-267.0,-277,28
1,-267.0,-277,30
1,-267.0,-277,30
1,-267.0,-277,30
1,-267.0,-277,32
1,-267.0,-277,32
1,-267.0,-277,32
1,-267.0,-277,32
1,-267.0,-277,34
1,-267.0,-277,34
1,-267.0,-277,34
1,-267.0,-277,34
1,-267.0,-277,34
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,36
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-267.0,-277,38
1,-266.0,-276,40
1,-266.0,-276,40
1,-266.0,-276,42
1,-266.0,-276,42
1,-266.0,-276,42
1,-266.0,-276,44
1,-266.0,-276,44
1,-266.0,-276,44
1,-264.0,-274,46
1,-264.0,-274,48
1,-264.0,-274,48
1,-264.0,-274,50
1,-264.0,-274,50
1,-264.0,-274,52
1,-264.0,-274,52
1,-264.0,-274,54
1,-264.0,-274,54
1,-264.0,-274,54
1,-264.0,-274,56
1,-264.0,-274,56
1,-264.0,-274,56
1,-263.0,-273,58
1,-263.0,-273,60
1,-263.0,-273,62
1,-263.0,-273,64
1,-263.0,-273,64
1,-263.0,-273,64
1,-262.0,-272,66
1,-262.0,-272,68
1,-262.0,-272,70
1,-262.0,-272,72
1,-262.0,-272,72
1,-262.0,-272,72
1,-262.0,-272,74
1,-262.0,-272,74
1,-262.0,-272,74
1,-262.0,-272,74
1,-262.0,-272,76
1,-262.0,-272,76
1,-262.0,-272,76
1,-262.0,-272,76
1,-262.0,-272,78
1,-262.0,-272,78
1,-262.0,-272,78
1,-262.0,-272,78
1,-261.0,-271,80
1,-261.0,-271,82
1,-261.0,-271,82
1,-261.0,-271,84
1,-261.0,-271,84
1,-261.0,-271,84
1,-258.0,-268,86
1,-258.0,-268,88
1,-258.0,-268,88
1,-258.0,-268,90
1,-258.0,-268,90
1,-258.0,-268,92
1,-258.0,-268,92
1,-258.0,-268,94
1,-258.0,-268,94
1,-258.0,-268,94
1,-258.0,-268,96
1,-258.0,-268,96
1,-258.0,-268,96
1,-258.0,-268,98
1,-258.0,-268,98
1,-258.0,-268,98
1,-258.0,-268,98
1,-258.0,-268,100
1,-258.0,-268,100
1,-258.0,-268,100
1,-258.0,-268,100
1,-258.0,-268,100
1,-258.0,-268,102
1,-258.0,-268,102
1,-258.0,-268,102
1,-258.0,-268,102
1,-258.0,-268,102
1,-258.0,-268,102
1,-257.0,-267,104
1,-257.0,-267,106
1,-257.0,-267,106
1,-257.0,-267,108
1,-257.0,-267,108
1,-257.0,-267,108
1,-257.0,-267,110
1,-257.0,-267,110
1,-257.0,-267,110
1,-257.0,-267,112
1,-257.0,-267,112
1,-257.0,-267,112
1,-257.0,-267,114
1,-257.0,-267,114
1,-257.0,-267,114
1,-257.0,-267,114
1,-256.0,-266,116
1,-256.0,-266,118
1,-256.0,-266,118
1,-256.0,-266,120
1,-256.0,-266,120
1,-256.0,-266,122
1,-256.0,-266,122
1,-256.0,-266,122
