run,value,neg_cost,evaluations
1,-1920.0,-1940,50
1,-1920.0,-1940,52
1,-1920.0,-1940,54
1,-1920.0,-1940,56
1,-1920.0,-1940,58
1,-1920.0,-1940,60
1,-1920.0,-1940,62
1,-1920.0,-1940,64
1,-1920.0,-1940,66
1,-1920.0,-1940,68
1,-1920.0,-1940,70
1,-1920.0,-1940,72
1,-1920.0,-1940,74
1,-1920.0,-1940,76
1,-1920.0,-1940,78
1,-1920.0,-1940,80
1,-1920.0,-1940,82
1,-1920.0,-1940,84
1,-1920.0,-1940,86
1,-1920.0,-1940,86
1,-1920.0,-1940,88
1,-1920.0,-1940,88
1,-1920.0,-1940,90
1,-1920.0,-1940,90
1,-1920.0,-1940,92
1,-1920.0,-1940,92
1,-1920.0,-1940,94
1,-1920.0,-1940,94
1,-1920.0,-1940,96
1,-1920.0,-1940,96
1,-1920.0,-1940,98
1,-1920.0,-1940,98
1,-1920.0,-1940,98
1,-1920.0,-1940,100
1,-1920.0,-1940,100
1,-1920.0,-1940,100
1,-1920.0,-1940,102
1,-1920.0,-1940,102
1,-1920.0,-1940,102
1,-1920.0,-1940,102
1,-1920.0,-1940,104
1,-1920.0,-1940,104
1,-1920.0,-1940,104
1,-1920.0,-1940,104
1,-1920.0,-1940,106
1,-1920.0,-1940,106
1,-1920.0,-1940,106
1,-1920.0,-1940,106
1,-1920.0,-1940,108
1,-1920.0,-1940,108
1,-1920.0,-1940,108
1,-1920.0,-1940,108
1,-1920.0,-1940,110
1,-1920.0,-1940,110
1,-1920.0,-1940,110
1,-1920.0,-1940,110
1,-1920.0,-1940,112
1,-1920.0,-1940,112
1,-1920.0,-1940,112
1,-1920.0,-1940,112
1,-1920.0,-1940,114
1,-1920.0,-1940,114
1,-1920.0,-1940,114
1,-1920.0,-1940,114
1,-1920.0,-1940,116
1,-1920.0,-1940,116
1,-1920.0,-1940,116
1,-1920.0,-1940,116
1,-1916.0,-1936,118
1,-1916.0,-1936,120
1,-1916.0,-1936,120
1,-1916.0,-1936,122
1,-1916.0,-1936,122
1,-1916.0,-1936,124
1,-1916.0,-1936,124
1,-1916.0,-1936,126
1,-1916.0,-1936,126
1,-1916.0,-1936,126
1,-1916.0,-1936,128
1,-1916.0,-1936,128
1,-1916.0,-1936,128
1,-1916.0,-1936,130
1,-1916.0,-1936,130
1,-1916.0,-1936,130
1,-1916.0,-1936,132
1,-1916.0,-1936,132
1,-1916.0,-1936,132
1,-1916.0,-1936,134
1,-1916.0,-1936,134
1,-1916.0,-1936,134
1,-1916.0,-1936,136
1,-1916.0,-1936,136
1,-1916.0,-1936,136
1,-1916.0,-1936,138
1,-1916.0,-1936,138
1,-1916.0,-1936,138
1,-1916.0,-1936,140
1,-1916.0,-1936,140
1,-1916.0,-1936,140
1,-1916.0,-1936,142
1,-1916.0,-1936,142
1,-1916.0,-1936,142
1,-1916.0,-1936,144
1,-1916.0,-1936,144
1,-1916.0,-1936,144
1,-1916.0,-1936,146
1,-1916.0,-1936,146
1,-1916.0,-1936,146
1,-1916.0,-1936,146
1,-1916.0,-1936,148
1,-1916.0,-1936,148
1,-1916.0,-1936,148
1,-1916.0,-1936,148
1,-1916.0,-1936,150
1,-1916.0,-1936,150
1,-1916.0,-1936,150
1,-1916.0,-1936,150
1,-1914.0,-1934,152
1,-1914.0,-1934,154
1,-1914.0,-1934,156
1,-1914.0,-1934,158
1,-1914.0,-1934,160
1,-1914.0,-1934,162
1,-1914.0,-1934,164
1,-1914.0,-1934,166
1,-1914.0,-1934,168
1,-1914.0,-1934,170
1,-1914.0,-1934,172
1,-1914.0,-1934,174
1,-1914.0,-1934,176
1,-1914.0,-1934,178
1,-1914.0,-1934,180
1,-1914.0,-1934,182
1,-1914.0,-1934,182
1,-1914.0,-1934,184
1,-1914.0,-1934,184
1,-1914.0,-1934,186
1,-1914.0,-1934,186
1,-1914.0,-1934,188
1,-1914.0,-1934,188
1,-1914.0,-1934,190
1,-1914.0,-1934,190
1,-1914.0,-1934,192
1,-1914.0,-1934,192
1,-1914.0,-1934,194
1,-1914.0,-1934,194
1,-1914.0,-1934,196
1,-1914.0,-1934,196
1,-1914.0,-1934,198
1,-1914.0,-1934,198
1,-1914.0,-1934,200
1,-1914.0,-1934,200
1,-1914.0,-1934,200
1,-1914.0,-1934,202
1,-1914.0,-1934,202
1,-1914.0,-1934,202
1,-1914.0,-1934,204
1,-1914.0,-1934,204
1,-1914.0,-1934,204
1,-1914.0,-1934,206
1,-1914.0,-1934,206
1,-1914.0,-1934,206
1,-1914.0,-1934,208
1,-1914.0,-1934,208
1,-1914.0,-1934,208
1,-1914.0,-1934,210
1,-1914.0,-1934,210
1,-1914.0,-1934,210
1,-1914.0,-1934,212
1,-1914.0,-1934,212
1,-1914.0,-1934,212
1,-1914.0,-1934,212
1,-1914.0,-1934,214
1,-1914.0,-1934,214
1,-1914.0,-1934,214
1,-1914.0,-1934,214
1,-1914.0,-1934,216
1,-1914.0,-1934,216
1,-1914.0,-1934,216
1,-1914.0,-1934,216
1,-1914.0,-1934,216
1,-1914.0,-1934,218
1,-1914.0,-1934,218
1,-1914.0,-1934,218
1,-1914.0,-1934,218
1,-1914.0,-1934,218
1,-1914.0,-1934,220
1,-1914.0,-1934,220
1,-1914.0,-1934,220
1,-1914.0,-1934,220
1,-1914.0,-1934,220
1,-1914.0,-1934,222
1,-1914.0,-1934,222
1,-1914.0,-1934,222
1,-1914.0,-1934,222
1,-1914.0,-1934,222
1,-1914.0,-1934,224
1,-1914.0,-1934,224
1,-1914.0,-1934,224
1,-1914.0,-1934,224
1,-1914.0,-1934,224
1,-1914.0,-1934,226
1,-1914.0,-1934,226
1,-1914.0,-1934,226
1,-1914.0,-1934,226
1,-1914.0,-1934,226
1,-1914.0,-1934,228
1,-1914.0,-1934,228
1,-1914.0,-1934,228
1,-1914.0,-1934,228
1,-1914.0,-1934,228
1,-1914.0,-1934,230
1,-1914.0,-1934,230
1,-1914.0,-1934,230
1,-1914.0,-1934,230
1,-1914.0,-1934,230
1,-1914.0,-1934,230
1,-1914.0,-1934,232
1,-1914.0,-1934,232
1,-1914.0,-1934,232
1,-1914.0,-1934,232
1,-1914.0,-1934,232
