submodular_value,neg_cost,run
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
383.0,-7,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
383.0,-7,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
413.0,-9,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
413.0,-9,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
383.0,-7,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
383.0,-7,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
383.0,-7,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
310.0,-5,1
413.0,-9,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
310.0,-5,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
383.0,-7,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
398.0,-8,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
413.0,-9,1
351.0,-6,1
310.0,-5,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
425.0,-10,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
383.0,-7,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
351.0,-6,1
428.0,-10,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
419.0,-9,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
322.0,-5,2
