submodular_value,neg_cost,run
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
23299.17396215751,-20,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26136.647550923404,-28,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
25476.696833029542,-23,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
24686.968716106814,-21,1
26535.30151308337,-32,1
25598.34211108453,-25,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26443.010994959375,-29,1
25858.621274446778,-26,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
25262.68299142734,-22,1
26535.30151308337,-32,1
26656.331492720852,-33,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
23299.17396215751,-20,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25598.34211108453,-25,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
26535.30151308337,-32,1
23299.17396215751,-20,1
25858.621274446778,-26,1
25476.696833029542,-23,1
25858.621274446778,-26,1
25598.34211108453,-25,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26443.010994959375,-29,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26443.010994959375,-29,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26656.331492720852,-33,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
25858.621274446778,-26,1
25858.621274446778,-26,1
25858.621274446778,-26,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
24686.968716106814,-21,1
26535.30151308337,-32,1
25858.621274446778,-26,1
25858.621274446778,-26,1
26656.331492720852,-33,1
26535.30151308337,-32,1
26656.331492720852,-33,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25858.621274446778,-26,1
26535.30151308337,-32,1
26656.331492720852,-33,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
25476.696833029542,-23,1
26535.30151308337,-32,1
25858.621274446778,-26,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
26535.30151308337,-32,1
25476.696833029542,-23,1
26535.30151308337,-32,1
26535.30151308337,-32,1
