submodular_value,neg_cost,run
712973.6093156706,-1407,1
695135.5875923455,-1366,1
658456.3462661018,-1309,1
657046.7305026528,-1307,1
697177.7733257354,-1371,1
716467.0530997609,-1413,1
666932.7341459856,-1324,1
671895.2227441714,-1334,1
710828.4932389911,-1397,1
699545.7887904071,-1376,1
717700.7990142821,-1416,1
693936.1427806396,-1364,1
697913.0079853432,-1372,1
695135.5875923455,-1366,1
699651.7225882815,-1377,1
708682.9082680073,-1390,1
717134.866834664,-1414,1
712973.6093156706,-1407,1
704170.22162948,-1381,1
668002.5391486628,-1326,1
691085.8803602413,-1355,1
710269.167327879,-1396,1
717700.7990142821,-1416,1
657754.2489810176,-1308,1
668002.5391486628,-1326,1
682665.2033843248,-1341,1
669755.7855565572,-1329,1
696084.5699435831,-1367,1
706170.339745619,-1385,1
662774.4730342006,-1316,1
675551.0226448325,-1336,1
710027.2529894195,-1395,1
671259.200001765,-1333,1
670504.0676304391,-1330,1
669755.7855565572,-1329,1
682515.2746465943,-1340,1
708682.9082680073,-1390,1
710828.4932389911,-1397,1
697054.0691566633,-1370,1
671259.200001765,-1333,1
713997.3837741987,-1410,1
705125.8065911543,-1383,1
667965.6017575553,-1325,1
663570.2593005623,-1317,1
668002.5391486628,-1326,1
715250.8055127319,-1411,1
688141.456437093,-1348,1
708682.9082680073,-1390,1
695135.5875923455,-1366,1
707843.2869772839,-1388,1
682515.2746465943,-1340,1
691085.8803602413,-1355,1
710027.2529894195,-1395,1
666057.0300159666,-1322,1
692179.9424128814,-1357,1
706170.339745619,-1385,1
700742.7761426739,-1378,1
671259.200001765,-1333,1
695135.5875923455,-1366,1
669755.7855565572,-1329,1
709593.521464427,-1393,1
694566.4916946131,-1365,1
704170.22162948,-1381,1
708073.4441422635,-1389,1
695135.5875923455,-1366,1
695135.5875923455,-1366,1
666932.7341459856,-1324,1
697177.7733257354,-1371,1
695135.5875923455,-1366,1
666057.0300159666,-1322,1
696084.5699435831,-1367,1
717134.866834664,-1414,1
706170.339745619,-1385,1
706170.339745619,-1385,1
661139.472194466,-1313,1
704798.7243123907,-1382,1
695135.5875923455,-1366,1
693445.4165678719,-1362,1
655962.422726992,-1306,1
684375.52305204,-1344,1
696357.2618749631,-1368,1
707063.1866810108,-1386,1
677098.3952547539,-1338,1
669415.9018909064,-1328,1
693071.4147936935,-1358,1
671132.8205108148,-1332,1
697177.7733257354,-1371,1
676306.581476888,-1337,1
666057.0300159666,-1322,1
693071.4147936935,-1358,1
693706.7966886557,-1363,1
668002.5391486628,-1326,1
698926.4581750012,-1375,1
693071.4147936935,-1358,1
710027.2529894195,-1395,1
715922.4977154906,-1412,1
693936.1427806396,-1364,1
705999.5293978709,-1384,1
708682.9082680073,-1390,1
666932.7341459856,-1324,1
689267.9033805416,-1350,1
692073.5004811275,-1356,1
664096.1372630413,-1318,1
699651.7225882815,-1377,1
718530.3808442885,-1417,1
666057.0300159666,-1322,1
674769.9231091201,-1335,1
666057.0300159666,-1322,1
686960.9921310041,-1346,1
693445.4165678719,-1362,1
668002.5391486628,-1326,1
709944.1729131344,-1394,1
707772.451860343,-1387,1
719522.270269082,-1418,1
711924.9093855735,-1400,1
702622.9331738146,-1379,1
685389.8464137308,-1345,1
696357.2618749631,-1368,1
697177.7733257354,-1371,1
661139.472194466,-1313,1
658902.4168562262,-1310,1
712815.6111490717,-1401,1
689908.3346072442,-1351,1
712815.6111490717,-1401,1
708682.9082680073,-1390,1
708682.9082680073,-1390,1
696084.5699435831,-1367,1
684297.5516242924,-1343,1
666509.9718841406,-1323,1
688141.456437093,-1348,1
665371.6887699259,-1320,1
664532.4170833387,-1319,1
706170.339745619,-1385,1
690827.350514252,-1354,1
698926.4581750012,-1375,1
660415.0482384932,-1311,1
668002.5391486628,-1326,1
711277.2776313366,-1398,1
695135.5875923455,-1366,1
671039.9045276777,-1331,1
661604.34857422,-1314,1
704170.22162948,-1381,1
668506.1815798277,-1327,1
693936.1427806396,-1364,1
699651.7225882815,-1377,1
655962.422726992,-1306,1
703986.5234543895,-1380,1
668002.5391486628,-1326,1
690616.0096771973,-1352,1
704170.22162948,-1381,1
