run,value,neg_cost,evaluations
1,-1887.0,-1937,50
1,-1887.0,-1937,52
1,-1887.0,-1937,54
1,-1887.0,-1937,56
1,-1887.0,-1937,58
1,-1887.0,-1937,60
1,-1887.0,-1937,62
1,-1887.0,-1937,64
1,-1887.0,-1937,66
1,-1887.0,-1937,68
1,-1887.0,-1937,70
1,-1887.0,-1937,72
1,-1887.0,-1937,74
1,-1887.0,-1937,76
1,-1887.0,-1937,78
1,-1887.0,-1937,80
1,-1887.0,-1937,82
1,-1887.0,-1937,84
1,-1887.0,-1937,86
1,-1887.0,-1937,88
1,-1887.0,-1937,90
1,-1887.0,-1937,92
1,-1887.0,-1937,94
1,-1887.0,-1937,96
1,-1887.0,-1937,98
1,-1887.0,-1937,100
1,-1887.0,-1937,102
1,-1887.0,-1937,104
1,-1887.0,-1937,106
1,-1887.0,-1937,108
1,-1887.0,-1937,110
1,-1887.0,-1937,112
1,-1887.0,-1937,114
1,-1887.0,-1937,116
1,-1887.0,-1937,118
1,-1887.0,-1937,120
1,-1887.0,-1937,122
1,-1887.0,-1937,124
1,-1887.0,-1937,126
1,-1887.0,-1937,128
1,-1887.0,-1937,130
1,-1887.0,-1937,132
1,-1887.0,-1937,134
1,-1887.0,-1937,134
1,-1887.0,-1937,136
1,-1887.0,-1937,136
1,-1887.0,-1937,138
1,-1887.0,-1937,138
1,-1887.0,-1937,140
1,-1887.0,-1937,140
1,-1886.0,-1936,142
1,-1885.0,-1935,144
1,-1885.0,-1935,146
1,-1885.0,-1935,148
1,-1885.0,-1935,150
1,-1885.0,-1935,152
1,-1885.0,-1935,154
1,-1885.0,-1935,156
1,-1885.0,-1935,156
1,-1885.0,-1935,158
1,-1885.0,-1935,158
1,-1883.0,-1933,160
1,-1883.0,-1933,162
1,-1883.0,-1933,164
1,-1883.0,-1933,166
1,-1883.0,-1933,168
1,-1883.0,-1933,170
1,-1883.0,-1933,172
1,-1883.0,-1933,174
1,-1883.0,-1933,176
1,-1883.0,-1933,178
1,-1883.0,-1933,178
1,-1883.0,-1933,180
1,-1883.0,-1933,180
1,-1883.0,-1933,182
1,-1883.0,-1933,182
1,-1883.0,-1933,184
1,-1883.0,-1933,184
1,-1883.0,-1933,186
1,-1883.0,-1933,186
1,-1883.0,-1933,188
1,-1883.0,-1933,188
1,-1883.0,-1933,190
1,-1883.0,-1933,190
1,-1883.0,-1933,192
1,-1883.0,-1933,192
1,-1883.0,-1933,194
1,-1883.0,-1933,194
1,-1883.0,-1933,196
1,-1883.0,-1933,196
1,-1883.0,-1933,198
1,-1883.0,-1933,198
1,-1883.0,-1933,200
1,-1883.0,-1933,200
1,-1883.0,-1933,202
1,-1883.0,-1933,202
1,-1883.0,-1933,204
1,-1883.0,-1933,204
1,-1883.0,-1933,206
1,-1883.0,-1933,206
1,-1883.0,-1933,208
1,-1883.0,-1933,208
1,-1883.0,-1933,210
1,-1883.0,-1933,210
1,-1883.0,-1933,212
1,-1883.0,-1933,212
1,-1883.0,-1933,214
1,-1883.0,-1933,214
1,-1883.0,-1933,216
1,-1883.0,-1933,216
1,-1883.0,-1933,218
1,-1883.0,-1933,218
1,-1883.0,-1933,220
1,-1883.0,-1933,220
1,-1883.0,-1933,220
1,-1883.0,-1933,220
1,-1883.0,-1933,222
1,-1883.0,-1933,222
1,-1883.0,-1933,222
1,-1883.0,-1933,222
1,-1883.0,-1933,224
1,-1883.0,-1933,224
1,-1883.0,-1933,224
1,-1883.0,-1933,224
1,-1883.0,-1933,226
1,-1883.0,-1933,226
1,-1883.0,-1933,226
1,-1883.0,-1933,226
1,-1883.0,-1933,228
1,-1883.0,-1933,228
1,-1883.0,-1933,228
1,-1883.0,-1933,228
1,-1883.0,-1933,230
1,-1883.0,-1933,230
1,-1883.0,-1933,230
1,-1883.0,-1933,230
1,-1881.0,-1931,232
1,-1881.0,-1931,234
1,-1881.0,-1931,236
1,-1881.0,-1931,238
1,-1881.0,-1931,240
1,-1881.0,-1931,242
1,-1881.0,-1931,244
1,-1880.0,-1930,246
1,-1880.0,-1930,248
1,-1880.0,-1930,250
1,-1880.0,-1930,252
1,-1880.0,-1930,254
1,-1880.0,-1930,256
1,-1880.0,-1930,258
1,-1880.0,-1930,260
1,-1880.0,-1930,262
1,-1880.0,-1930,264
1,-1880.0,-1930,266
1,-1880.0,-1930,268
1,-1880.0,-1930,270
1,-1880.0,-1930,272
1,-1880.0,-1930,274
1,-1880.0,-1930,276
1,-1880.0,-1930,278
1,-1880.0,-1930,280
1,-1880.0,-1930,282
1,-1880.0,-1930,284
1,-1880.0,-1930,286
1,-1880.0,-1930,288
1,-1880.0,-1930,288
1,-1880.0,-1930,290
1,-1880.0,-1930,290
1,-1880.0,-1930,292
1,-1880.0,-1930,292
1,-1880.0,-1930,292
1,-1880.0,-1930,294
1,-1880.0,-1930,294
1,-1880.0,-1930,294
1,-1880.0,-1930,296
1,-1880.0,-1930,296
1,-1880.0,-1930,296
1,-1880.0,-1930,298
1,-1880.0,-1930,298
1,-1880.0,-1930,298
1,-1880.0,-1930,298
1,-1880.0,-1930,298
1,-1880.0,-1930,300
1,-1880.0,-1930,300
1,-1880.0,-1930,300
1,-1880.0,-1930,300
1,-1880.0,-1930,300
1,-1880.0,-1930,302
1,-1880.0,-1930,302
1,-1880.0,-1930,302
1,-1880.0,-1930,302
1,-1880.0,-1930,302
1,-1880.0,-1930,304
1,-1880.0,-1930,304
1,-1880.0,-1930,304
1,-1880.0,-1930,304
1,-1880.0,-1930,304
1,-1878.0,-1928,306
1,-1878.0,-1928,308
1,-1878.0,-1928,310
1,-1878.0,-1928,312
1,-1878.0,-1928,314
1,-1878.0,-1928,316
1,-1878.0,-1928,318
1,-1878.0,-1928,320
1,-1878.0,-1928,322
1,-1878.0,-1928,322
1,-1878.0,-1928,324
1,-1878.0,-1928,324
1,-1878.0,-1928,326
1,-1878.0,-1928,326
1,-1878.0,-1928,328
1,-1878.0,-1928,328
1,-1877.0,-1927,330
1,-1877.0,-1927,332
1,-1877.0,-1927,334
1,-1877.0,-1927,336
1,-1877.0,-1927,338
1,-1877.0,-1927,340
1,-1877.0,-1927,342
1,-1877.0,-1927,344
1,-1877.0,-1927,346
1,-1877.0,-1927,348
1,-1877.0,-1927,350
1,-1877.0,-1927,352
1,-1877.0,-1927,354
1,-1877.0,-1927,356
1,-1877.0,-1927,358
1,-1877.0,-1927,360
1,-1877.0,-1927,362
1,-1877.0,-1927,364
1,-1877.0,-1927,366
1,-1877.0,-1927,366
1,-1877.0,-1927,368
1,-1877.0,-1927,368
1,-1877.0,-1927,370
1,-1877.0,-1927,370
1,-1877.0,-1927,372
1,-1877.0,-1927,372
1,-1877.0,-1927,372
1,-1877.0,-1927,374
1,-1877.0,-1927,374
1,-1877.0,-1927,374
1,-1877.0,-1927,376
1,-1877.0,-1927,376
1,-1877.0,-1927,376
1,-1877.0,-1927,376
1,-1877.0,-1927,378
1,-1877.0,-1927,378
1,-1877.0,-1927,378
1,-1877.0,-1927,378
1,-1876.0,-1926,380
1,-1876.0,-1926,382
1,-1876.0,-1926,384
1,-1876.0,-1926,386
1,-1876.0,-1926,388
1,-1876.0,-1926,390
1,-1876.0,-1926,390
1,-1876.0,-1926,392
1,-1876.0,-1926,392
1,-1876.0,-1926,394
1,-1876.0,-1926,394
1,-1876.0,-1926,396
1,-1876.0,-1926,396
1,-1876.0,-1926,398
1,-1876.0,-1926,398
1,-1876.0,-1926,400
1,-1876.0,-1926,400
1,-1876.0,-1926,402
1,-1876.0,-1926,402
1,-1876.0,-1926,404
1,-1876.0,-1926,404
1,-1876.0,-1926,406
1,-1876.0,-1926,406
1,-1876.0,-1926,408
1,-1876.0,-1926,408
1,-1876.0,-1926,410
1,-1876.0,-1926,410
1,-1876.0,-1926,410
1,-1876.0,-1926,412
1,-1876.0,-1926,412
1,-1876.0,-1926,412
1,-1876.0,-1926,414
1,-1876.0,-1926,414
1,-1876.0,-1926,414
1,-1876.0,-1926,414
1,-1876.0,-1926,416
1,-1876.0,-1926,416
1,-1876.0,-1926,416
1,-1876.0,-1926,416
1,-1876.0,-1926,416
1,-1876.0,-1926,418
1,-1876.0,-1926,418
1,-1876.0,-1926,418
1,-1876.0,-1926,418
1,-1876.0,-1926,418
1,-1876.0,-1926,418
