run,value,neg_cost,evaluations
1,-185.0,-195,10
1,-185.0,-195,12
1,-185.0,-195,14
1,-185.0,-195,16
1,-185.0,-195,18
1,-185.0,-195,20
1,-184.0,-194,22
1,-184.0,-194,24
1,-184.0,-194,26
1,-184.0,-194,28
1,-184.0,-194,28
1,-184.0,-194,30
1,-184.0,-194,30
1,-184.0,-194,32
1,-184.0,-194,32
1,-184.0,-194,32
1,-184.0,-194,32
1,-184.0,-194,34
1,-184.0,-194,34
1,-184.0,-194,34
1,-184.0,-194,34
1,-184.0,-194,34
1,-184.0,-194,36
1,-184.0,-194,36
1,-184.0,-194,36
1,-184.0,-194,36
1,-184.0,-194,36
1,-184.0,-194,36
1,-184.0,-194,36
1,-183.0,-193,38
1,-183.0,-193,40
1,-183.0,-193,42
1,-183.0,-193,42
1,-182.0,-192,44
1,-182.0,-192,46
1,-182.0,-192,48
1,-182.0,-192,50
1,-182.0,-192,52
1,-182.0,-192,52
1,-182.0,-192,54
1,-182.0,-192,54
1,-182.0,-192,54
1,-181.0,-191,56
1,-181.0,-191,58
1,-181.0,-191,60
1,-181.0,-191,62
1,-181.0,-191,62
1,-181.0,-191,64
1,-181.0,-191,64
1,-181.0,-191,64
1,-180.0,-190,66
1,-180.0,-190,66
1,-180.0,-190,68
1,-180.0,-190,68
1,-180.0,-190,70
1,-180.0,-190,70
1,-180.0,-190,72
1,-180.0,-190,72
1,-180.0,-190,72
1,-180.0,-190,74
1,-180.0,-190,74
1,-180.0,-190,74
1,-180.0,-190,74
1,-179.0,-189,76
1,-179.0,-189,78
1,-179.0,-189,80
1,-179.0,-189,82
1,-179.0,-189,84
1,-179.0,-189,84
1,-179.0,-189,86
1,-179.0,-189,86
1,-179.0,-189,86
1,-178.0,-188,88
1,-178.0,-188,90
1,-178.0,-188,90
1,-178.0,-188,92
1,-178.0,-188,92
1,-178.0,-188,94
1,-178.0,-188,94
1,-178.0,-188,94
1,-178.0,-188,96
1,-178.0,-188,96
1,-178.0,-188,96
1,-178.0,-188,96
1,-178.0,-188,98
1,-178.0,-188,98
1,-178.0,-188,98
1,-178.0,-188,98
1,-178.0,-188,100
1,-178.0,-188,100
1,-178.0,-188,100
1,-178.0,-188,100
1,-178.0,-188,102
1,-178.0,-188,102
1,-178.0,-188,102
1,-178.0,-188,102
1,-178.0,-188,102
1,-178.0,-188,102
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,104
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-178.0,-188,106
1,-177.0,-187,108
1,-177.0,-187,108
1,-177.0,-187,110
1,-177.0,-187,110
1,-177.0,-187,110
1,-177.0,-187,112
1,-177.0,-187,112
1,-177.0,-187,112
1,-177.0,-187,114
1,-177.0,-187,114
1,-177.0,-187,114
1,-177.0,-187,114
1,-176.0,-186,116
1,-176.0,-186,118
1,-176.0,-186,120
1,-176.0,-186,122
1,-176.0,-186,124
1,-175.0,-185,126
1,-175.0,-185,128
1,-175.0,-185,130
1,-175.0,-185,132
1,-175.0,-185,134
1,-175.0,-185,136
1,-175.0,-185,136
1,-174.0,-184,138
1,-174.0,-184,140
1,-174.0,-184,142
1,-173.0,-183,144
1,-173.0,-183,144
1,-173.0,-183,146
1,-173.0,-183,146
1,-173.0,-183,148
1,-173.0,-183,148
1,-173.0,-183,150
1,-173.0,-183,150
1,-173.0,-183,152
1,-173.0,-183,152
1,-173.0,-183,152
1,-173.0,-183,152
1,-173.0,-183,154
1,-173.0,-183,154
1,-173.0,-183,154
1,-173.0,-183,154
1,-173.0,-183,154
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,156
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,158
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-173.0,-183,160
1,-172.0,-182,162
1,-172.0,-182,164
1,-172.0,-182,164
1,-172.0,-182,166
1,-172.0,-182,166
1,-172.0,-182,168
1,-172.0,-182,168
1,-172.0,-182,170
1,-172.0,-182,170
1,-172.0,-182,170
1,-171.0,-181,172
1,-171.0,-181,172
1,-171.0,-181,174
1,-171.0,-181,174
1,-170.0,-180,176
1,-169.0,-179,178
1,-169.0,-179,180
1,-169.0,-179,182
1,-169.0,-179,184
1,-169.0,-179,186
1,-169.0,-179,186
1,-169.0,-179,188
1,-169.0,-179,188
1,-169.0,-179,190
1,-169.0,-179,190
1,-169.0,-179,192
1,-169.0,-179,192
1,-169.0,-179,192
1,-169.0,-179,194
1,-169.0,-179,194
1,-169.0,-179,194
1,-169.0,-179,194
1,-169.0,-179,194
1,-168.0,-178,196
1,-168.0,-178,198
1,-168.0,-178,200
1,-168.0,-178,202
1,-168.0,-178,202
1,-168.0,-178,204
1,-168.0,-178,204
1,-168.0,-178,204
1,-168.0,-178,206
1,-168.0,-178,206
1,-168.0,-178,206
1,-168.0,-178,206
1,-167.0,-177,208
1,-167.0,-177,210
1,-167.0,-177,212
1,-167.0,-177,212
1,-167.0,-177,212
1,-167.0,-177,214
1,-167.0,-177,214
1,-167.0,-177,214
1,-167.0,-177,214
1,-167.0,-177,216
1,-167.0,-177,216
1,-167.0,-177,216
1,-167.0,-177,216
1,-167.0,-177,216
1,-166.0,-176,218
1,-166.0,-176,220
1,-166.0,-176,222
1,-166.0,-176,222
1,-166.0,-176,224
1,-166.0,-176,224
1,-164.0,-174,226
1,-164.0,-174,228
1,-164.0,-174,230
1,-164.0,-174,232
1,-164.0,-174,232
1,-164.0,-174,234
1,-164.0,-174,234
1,-164.0,-174,234
1,-163.0,-173,236
1,-163.0,-173,238
1,-162.0,-172,240
1,-162.0,-172,242
1,-162.0,-172,244
1,-162.0,-172,246
1,-162.0,-172,248
1,-162.0,-172,248
1,-162.0,-172,250
1,-162.0,-172,250
1,-162.0,-172,252
1,-162.0,-172,252
1,-162.0,-172,252
1,-162.0,-172,254
1,-162.0,-172,254
1,-162.0,-172,254
1,-162.0,-172,254
1,-161.0,-171,256
1,-161.0,-171,258
1,-161.0,-171,258
1,-161.0,-171,258
1,-161.0,-171,260
1,-161.0,-171,260
1,-161.0,-171,260
1,-161.0,-171,260
1,-161.0,-171,262
1,-161.0,-171,262
1,-161.0,-171,262
1,-161.0,-171,262
1,-161.0,-171,262
1,-161.0,-171,262
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,264
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,266
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,268
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,270
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,272
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-161.0,-171,274
1,-160.0,-170,276
1,-160.0,-170,278
1,-159.0,-169,280
1,-159.0,-169,282
1,-159.0,-169,284
1,-159.0,-169,286
1,-159.0,-169,288
1,-159.0,-169,288
1,-159.0,-169,290
1,-159.0,-169,290
1,-159.0,-169,290
1,-159.0,-169,292
1,-159.0,-169,292
1,-159.0,-169,292
1,-159.0,-169,292
1,-159.0,-169,294
1,-159.0,-169,294
1,-159.0,-169,294
1,-159.0,-169,294
1,-159.0,-169,294
1,-158.0,-168,296
1,-158.0,-168,298
1,-158.0,-168,300
1,-158.0,-168,300
1,-158.0,-168,302
1,-158.0,-168,302
1,-157.0,-167,304
1,-157.0,-167,306
1,-157.0,-167,306
1,-157.0,-167,308
1,-157.0,-167,308
1,-157.0,-167,308
1,-157.0,-167,310
1,-157.0,-167,310
1,-157.0,-167,310
1,-157.0,-167,310
1,-157.0,-167,312
1,-157.0,-167,312
1,-157.0,-167,312
1,-157.0,-167,312
1,-157.0,-167,312
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,314
1,-157.0,-167,316
1,-157.0,-167,316
1,-157.0,-167,316
1,-157.0,-167,316
1,-157.0,-167,316
1,-157.0,-167,316
1,-157.0,-167,316
1,-156.0,-166,318
1,-156.0,-166,320
1,-156.0,-166,322
1,-156.0,-166,324
1,-156.0,-166,326
1,-156.0,-166,328
1,-156.0,-166,328
1,-156.0,-166,330
1,-156.0,-166,330
1,-156.0,-166,330
