run,value,neg_cost,evaluations
1,-1949.0,-1969,10
1,-1949.0,-1969,12
1,-1949.0,-1969,14
1,-1949.0,-1969,16
1,-1949.0,-1969,18
1,-1949.0,-1969,20
1,-1949.0,-1969,22
1,-1949.0,-1969,22
1,-1949.0,-1969,24
1,-1949.0,-1969,24
1,-1949.0,-1969,26
1,-1949.0,-1969,26
1,-1949.0,-1969,28
1,-1949.0,-1969,28
1,-1949.0,-1969,28
1,-1949.0,-1969,30
1,-1949.0,-1969,30
1,-1949.0,-1969,30
1,-1949.0,-1969,32
1,-1949.0,-1969,32
1,-1949.0,-1969,32
1,-1949.0,-1969,34
1,-1949.0,-1969,34
1,-1949.0,-1969,34
1,-1948.0,-1968,36
1,-1948.0,-1968,38
1,-1948.0,-1968,40
1,-1948.0,-1968,42
1,-1948.0,-1968,44
1,-1948.0,-1968,44
1,-1945.0,-1965,46
1,-1945.0,-1965,48
1,-1945.0,-1965,50
1,-1945.0,-1965,50
1,-1945.0,-1965,52
1,-1945.0,-1965,52
1,-1943.0,-1963,54
1,-1941.0,-1961,56
1,-1941.0,-1961,58
1,-1941.0,-1961,58
1,-1941.0,-1961,60
1,-1941.0,-1961,60
1,-1941.0,-1961,62
1,-1941.0,-1961,62
1,-1941.0,-1961,64
1,-1941.0,-1961,64
1,-1941.0,-1961,66
1,-1941.0,-1961,66
1,-1941.0,-1961,68
1,-1941.0,-1961,68
1,-1941.0,-1961,70
1,-1941.0,-1961,70
1,-1941.0,-1961,72
1,-1941.0,-1961,72
1,-1941.0,-1961,74
1,-1941.0,-1961,74
1,-1941.0,-1961,76
1,-1941.0,-1961,76
1,-1941.0,-1961,76
1,-1941.0,-1961,78
1,-1941.0,-1961,78
1,-1941.0,-1961,78
1,-1941.0,-1961,78
1,-1941.0,-1961,80
1,-1941.0,-1961,80
1,-1941.0,-1961,80
1,-1941.0,-1961,80
1,-1941.0,-1961,80
1,-1941.0,-1961,82
1,-1941.0,-1961,82
1,-1941.0,-1961,82
1,-1941.0,-1961,82
1,-1941.0,-1961,82
1,-1941.0,-1961,84
1,-1941.0,-1961,84
1,-1941.0,-1961,84
1,-1941.0,-1961,84
1,-1941.0,-1961,84
1,-1941.0,-1961,86
1,-1941.0,-1961,86
1,-1941.0,-1961,86
1,-1941.0,-1961,86
1,-1941.0,-1961,86
1,-1941.0,-1961,86
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1941.0,-1961,88
1,-1940.0,-1960,90
1,-1940.0,-1960,92
1,-1940.0,-1960,94
1,-1940.0,-1960,94
1,-1940.0,-1960,96
1,-1940.0,-1960,96
1,-1940.0,-1960,98
1,-1940.0,-1960,98
1,-1940.0,-1960,100
1,-1940.0,-1960,100
1,-1940.0,-1960,100
1,-1940.0,-1960,102
1,-1940.0,-1960,102
1,-1940.0,-1960,102
1,-1940.0,-1960,102
1,-1938.0,-1958,104
1,-1937.0,-1957,106
1,-1937.0,-1957,108
1,-1937.0,-1957,110
1,-1937.0,-1957,110
1,-1937.0,-1957,112
1,-1937.0,-1957,112
1,-1937.0,-1957,114
1,-1937.0,-1957,114
1,-1937.0,-1957,116
1,-1937.0,-1957,116
1,-1937.0,-1957,118
1,-1937.0,-1957,118
1,-1937.0,-1957,118
1,-1937.0,-1957,118
1,-1937.0,-1957,120
1,-1937.0,-1957,120
1,-1937.0,-1957,120
1,-1937.0,-1957,120
1,-1937.0,-1957,120
1,-1936.0,-1956,122
1,-1936.0,-1956,124
1,-1936.0,-1956,124
1,-1936.0,-1956,126
1,-1936.0,-1956,126
1,-1936.0,-1956,128
1,-1936.0,-1956,128
1,-1935.0,-1955,130
1,-1935.0,-1955,132
1,-1932.0,-1952,134
1,-1932.0,-1952,136
1,-1932.0,-1952,138
1,-1932.0,-1952,140
1,-1932.0,-1952,140
1,-1931.0,-1951,142
1,-1931.0,-1951,144
1,-1930.0,-1950,146
1,-1930.0,-1950,148
1,-1930.0,-1950,148
1,-1930.0,-1950,150
1,-1930.0,-1950,150
1,-1930.0,-1950,152
1,-1930.0,-1950,152
1,-1930.0,-1950,152
1,-1930.0,-1950,154
1,-1930.0,-1950,154
1,-1930.0,-1950,154
1,-1929.0,-1949,156
1,-1929.0,-1949,158
1,-1929.0,-1949,158
1,-1929.0,-1949,160
1,-1929.0,-1949,160
1,-1929.0,-1949,162
1,-1929.0,-1949,162
1,-1929.0,-1949,162
1,-1929.0,-1949,164
1,-1929.0,-1949,164
1,-1929.0,-1949,164
1,-1929.0,-1949,166
1,-1929.0,-1949,166
1,-1929.0,-1949,166
1,-1929.0,-1949,166
1,-1929.0,-1949,168
1,-1929.0,-1949,168
1,-1929.0,-1949,168
1,-1929.0,-1949,168
1,-1929.0,-1949,168
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,170
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,172
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1929.0,-1949,174
1,-1927.0,-1947,176
1,-1926.0,-1946,178
1,-1926.0,-1946,180
1,-1926.0,-1946,182
1,-1926.0,-1946,182
1,-1926.0,-1946,184
1,-1926.0,-1946,184
1,-1926.0,-1946,186
1,-1926.0,-1946,186
1,-1926.0,-1946,186
1,-1926.0,-1946,188
1,-1926.0,-1946,188
1,-1926.0,-1946,188
1,-1926.0,-1946,188
1,-1926.0,-1946,190
1,-1926.0,-1946,190
1,-1926.0,-1946,190
1,-1926.0,-1946,190
1,-1926.0,-1946,190
1,-1926.0,-1946,192
1,-1926.0,-1946,192
1,-1926.0,-1946,192
1,-1926.0,-1946,192
1,-1926.0,-1946,192
1,-1926.0,-1946,192
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,194
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,196
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
1,-1926.0,-1946,198
