submodular_value,neg_cost,run
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
539.0,-10,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
539.0,-10,1
520.0,-9,1
520.0,-9,1
539.0,-10,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
391.0,-5,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
503.0,-8,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
539.0,-10,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
473.0,-7,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
539.0,-10,1
539.0,-10,1
520.0,-9,1
520.0,-9,1
391.0,-5,1
391.0,-5,1
520.0,-9,1
391.0,-5,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
391.0,-5,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
503.0,-8,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
473.0,-7,1
391.0,-5,1
520.0,-9,1
539.0,-10,1
520.0,-9,1
473.0,-7,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
520.0,-9,1
473.0,-7,1
520.0,-9,1
428.0,-6,1
520.0,-9,1
391.0,-5,1
473.0,-7,1
520.0,-9,1
520.0,-9,1
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
507.0,-8,2
386.0,-5,2
386.0,-5,2
507.0,-8,2
386.0,-5,2
507.0,-8,2
